"ID"	Library_1	Library_10	Library_11	Library_12	Library_2	Library_3	Library_4	Library_5	Library_6	Library_7	Library_8	Library_9
ACTR10	10.2981	12.9629	15.4579	12.7603	8.19315	8.68782	9.3201	9.19651	10.0451	9.14148	8.24495	12.7541
ACTR1A	19.2994	15.8516	12.0151	12.1968	17.4394	17.7203	14.4955	19.9131	18.1153	20.0803	20.4882	14.3732
ACTR1B	6.56182	15.9039	18.7756	16.6765	5.40721	8.25747	7.66167	7.00679	7.40218	11.5828	11.3763	13.9218
ACTR2	49.0226	46.4774	50.9337	51.5113	54.6278	47.5179	51.5929	47.8767	50.6333	51.4104	46.6716	49.1316
ACTR3	75.477	44.3153	47.281	45.2031	57.4607	57.3156	60.8088	68.1114	65.0499	62.4489	59.9962	43.8074
ACTR3B	5.74062	3.98169	3.83071	2.969	4.19308	5.70596	5.39588	6.20045	6.45022	5.68697	5.22572	4.00276
ACTR3BP2	0	0	0.045041	0	0.0286056	0.0194931	0	0	0	0	0	0
ACTR3C	0.0451713	0.0269859	0.123111	0.0324862	0.0938256	0.0426247	0.0688464	0.0401121	0.158917	0.0468182	0.0693655	0
ACTR5	4.61413	2.47788	3.38056	3.20838	3.4893	3.80167	3.37651	5.4158	4.10576	3.68623	3.46997	2.09627
ACTR6	18.5374	22.6967	14.5682	13.5919	14.8424	13.1794	15.6081	18.4445	17.7409	16.6822	14.6356	22.4726
ACTR8	7.37288	5.36825	5.93326	5.44344	5.47724	6.69495	6.8989	7.01231	7.44369	7.33307	6.40775	5.22408
ACTRT1	0	0	0	0.0275702	0.0265425	0	0	0.0170211	0	0	0	0
ACTRT2	0	0	0.0211902	0	0	0.0183417	0	0.0172605	0	0	0	0
ACVR1	3.90859	5.85557	9.21383	9.21038	4.00924	4.19973	3.70498	3.44284	3.72135	4.43023	3.70723	5.82817
ACVR1B	2.95853	4.12708	6.19675	7.02531	2.46699	3.70743	3.1967	2.81005	2.70861	4.06299	3.85525	3.86318
ACVR1C	0.0663271	0.109096	0.182549	0.14818	0.0360302	0.060115	0.0387108	0.0563859	0.0749852	0.0625334	0.089767	0.0989595
ACVR2A	2.52306	2.60144	3.82225	4.21552	2.38035	2.3227	2.48044	2.74386	2.51506	2.66082	2.87628	2.55316
ACVR2B	0.861946	2.44211	2.19491	2.31763	0.902474	0.928791	0.797616	0.919448	0.922607	1.2242	1.23187	2.53999
ACVRL1	0.0139487	0.0238829	0.0657271	0.0766683	0.0276789	0.00628723	0.0272268	0.0118332	0.015627	0	0.0272841	0.0399919
ACY1	1.38649	7.07204	3.1145	3.69139	1.8283	3.34864	0.787948	0.67306	1.94397	1.91636	2.98668	5.30779
ACY3	0	0	0	0	0	0	0	0	0.0166223	0.0220368	0	0.0257899
ACYP1	7.16357	7.26001	4.17376	3.66674	4.41359	5.87322	5.57529	8.89385	6.83086	7.13433	6.62268	5.90902
ACYP2	1.26273	0.945891	1.28223	1.65922	1.00227	0.789712	1.19508	0.823502	0.901848	1.31283	1.15872	1.45591
ADA	3.79099	7.69251	7.84781	6.56782	3.69751	5.33898	4.53062	4.52814	4.99338	5.08073	5.33787	6.56531
ADAD1	0.0191351	0	0	0.0414599	0.038236	0	0	0.0122599	0.0107187	0	0	0
ADAD2	0	0	0	0.0172553	0.0166121	0.0126681	0	0.0238426	0.0209912	0.0139143	0	0.0325683
ADAL	0.0229062	0.0408474	0	0	0.0236699	0.0471041	0.00799217	0.0151937	0.0983904	0.0407623	0.0241573	0.041468
ADAM1	2.0239	1.36054	1.89949	1.79183	1.63863	1.6808	1.98767	1.50471	1.8949	1.9782	2.0442	1.20582
ADAM10	18.2822	16.4084	21.817	21.9661	16.8043	19.4832	19.2609	17.0842	19.1121	18.7373	19.9893	16.5085
ADAM11	1.02104	1.21656	0.684517	0.695417	0.808611	0.799874	0.650754	0.987176	1.15464	0.80698	0.899926	0.800023
ADAM12	0.0112862	0.00542373	0.0370673	0.0116314	0	0.0152615	0.013837	0.00806383	0.0184182	0.020363	0.00464711	0
ADAM15	31.4369	20.0766	21.3133	20.7418	27.4724	33.2179	25.9865	35.5531	31.743	36.3044	33.6202	20.2946
ADAM17	2.699	5.38181	6.38817	7.53435	4.56526	3.44588	4.28868	3.48927	3.62817	4.42981	4.42335	6.30873
ADAM18	0.0427581	0	0.0459593	0	0	0.0180372	0	0.0272051	0	0	0	0.0231859
ADAM19	0.0773787	0.203827	0.130182	0.0552084	0.141735	0.0603653	0.0780004	0.0719782	0.0900236	0.0707243	0.0523923	0.129327
ADAM2	0.00730058	0.0125	0	0.0300955	0	0	0	0	0.00817903	0	0	0
ADAM20	0.0690836	0.39034	0.269811	0.355983	0.0685427	0.0653914	0.130766	0.0967006	0.0851357	0.092346	0.19256	0.240164
ADAM21	0.625301	0.247071	0.38824	0.462665	0.381788	0.455294	0.548616	0.377449	0.53032	0.464365	0.364582	0.376236
ADAM21P1	0.103548	0.0322353	0.102941	0.0194027	0.037359	0.0763743	0.0548257	0.0598936	0.105461	0.0279627	0.0552391	0.0163625
ADAM22	1.39867	2.13468	2.0581	2.04049	1.24605	1.46947	1.2829	1.27779	1.28967	1.20581	1.2643	2.06959
ADAM23	0.196043	0.389804	0.3853	0.221592	0.225881	0.290748	0.351648	0.346035	0.219632	0.216032	0.204104	0.208856
ADAM28	0	0.0156666	0	0	0.0118864	0.0123728	0.0399684	0.00762248	0	0.0355873	0.00878765	0
ADAM29	0	0	0.00949699	0	0.0120631	0.00822033	0.00885152	0	0.0204318	0	0.00891826	0.0105668
ADAM30	0.0128931	0	0	0.026575	0	0.0174344	0	0	0.00722226	0.00957479	0	0.0336165
ADAM32	0.0282921	0.0121104	0.198984	0.218681	0.0280706	0.0382572	0.0514934	0.0630035	0.0237723	0.0420209	0.0518816	0.0368832
ADAM33	0.0111486	0.00954433	0.0522501	0.0574482	0.0110614	0.0226131	0.016233	0.0212802	0.0187352	0.0413964	0.024533	0.0666926
ADAM3A	0.00803562	0	0	0.0331256	0	0.0209536	0.0117003	0.0102254	0	0	0	0.0139676
ADAM5P	0	0.0193696	0	0	0	0.0152973	0.0329437	0	0	0	0.016596	0.0196638
ADAM6	0	0	0	0	0	0	0.0457402	0	0.0117313	0	0	0
ADAM7	0	0	0	0.0153262	0	0	0	0	0	0	0.0109083	0
ADAM8	0.164587	0.370846	1.35367	0.879074	0.219999	0.443063	0.268209	0.215397	0.256232	0.764155	0.740485	0.611358
ADAM9	21.6352	22.6446	24.0742	21.8736	17.8788	19.0095	19.9574	19.6743	18.8327	21.4207	19.8983	22.2918
ADAMDEC1	0.0086134	0	0	0	0	0	0.0125415	0	0.0192996	0	0.0126361	0
ADAMTS1	6.23659	7.78571	11.3352	11.4549	4.95572	7.75286	6.71415	6.1758	6.12195	8.83367	8.156	7.24898
ADAMTS10	0.0409708	0.49929	0.583716	0.760031	0.180667	0.092336	0.119311	0.104272	0.102027	0.155511	0.126889	0.308602
ADAMTS12	0.0077869	0	0.0121649	0	0.00772593	0.0052648	0.0113381	0.00495446	0.00436193	0.0115655	0.0114236	0
ADAMTS13	0.0912387	0.831949	0.494216	0.777662	0.17881	0.18452	0.208274	0.134838	0.152641	0.228245	0.301893	0.764995
ADAMTS14	0.0293227	0.056482	0.0858765	0.0755489	0.0363664	0.0644325	0.0800537	0.0419778	0.032851	0.0489956	0.0645258	0.0573402
ADAMTS15	0.0985476	0.0349102	0.0477787	0.0420256	0.0472022	0.0505462	0.0296876	0.0605393	0.0342637	0.0706605	0.0598229	0.0295339
ADAMTS16	0.019389	0.0199186	0.012116	0	0.0153897	0	0	0.0246727	0.00868878	0	0.0113777	0.00674042
ADAMTS17	0.0213263	0.0365149	0.00951902	0.0565164	0.0362732	0.0164788	0.0487963	0.054276	0.0546113	0.022625	0.0134084	0.0370697
ADAMTS18	0.00978597	0	0.0101919	0	0.0194187	0.00882186	0.00949923	0.00415092	0	0.00968976	0.00957085	0.00567002
ADAMTS19	0.67847	0.811188	0.37895	0.351548	0.61672	0.40496	0.535311	0.704171	0.570975	0.275838	0.261333	0.951408
ADAMTS2	0.0373413	0.0161334	0.183922	0.239072	0.0560932	0	0.0540566	0.0109022	0.0278461	0.041985	0.0552931	0.0198562
ADAMTS20	0.682974	1.43442	1.39825	0.881842	0.514062	0.714764	0.681414	0.693678	0.803174	0.71457	0.676188	1.39244
ADAMTS3	18.2312	18.5616	12.5634	13.0042	17.2423	19.9603	20.415	18.2421	19.302	15.6732	16.5258	19.0874
ADAMTS4	0.00890496	0.0228706	0.0278231	0.0458866	0.0530114	0.00602074	0.0388982	0.0113317	0.0399058	0	0.0261276	0.0386967
ADAMTS5	0.435184	0.895434	0.608075	0.575998	0.396091	0.553342	0.56973	0.358145	0.451738	0.524957	0.427533	0.989253
ADAMTS6	0.143308	0.413523	0.365266	0.350082	0.221178	0.236847	0.204799	0.121574	0.145685	0.16949	0.163517	0.415165
ADAMTS7	0.0702664	0.258666	0.170147	0.275179	0.0348581	0.0380063	0.0511557	0.0625904	0.0551049	0.146109	0.123699	0.152672
ADAMTS8	0.0263283	0	0.049357	0.097681	0.0208978	0.00712035	0	0.00670062	0.0117985	0.00782085	0.0154498	0
ADAMTS9	0	0.00903312	0.00824192	0.0217485	0	0.014268	0.0384088	0.00335673	0.00886584	0.00783583	0.0116095	0.0137555
ADAMTSL1	0.114377	0.551902	0.828593	0.404068	0.186249	0.126543	0.166868	0.0926203	0.216664	0.138992	0.213556	0.28918
ADAMTSL2	0.0103417	0	0.024234	0.0319739	0.0410427	0	0.00752898	0.00657993	0	0.00767999	0.0227572	0
ADAMTSL3	0.0105184	0.0090048	0.0246482	0.0271003	0.0104361	0.0142232	0.022973	0.016731	0.0147301	0.0117169	0.0192885	0.0137124
ADAMTSL4	1.02073	2.84973	2.72364	3.02655	1.31956	1.50288	1.20089	0.926756	1.16178	2.25212	2.07124	2.28155
ADAMTSL5	0.330872	0.72824	0.717188	0.765355	0.415296	0.447326	0.383449	0.438139	0.355486	0.461736	0.574443	0.880868
ADAP1	0.681149	1.08092	1.32365	0.736226	0.362633	0.483219	0.447513	0.803347	0.800333	1.06263	0.962705	0.924082
ADAP2	0.154361	0.360405	0.43845	0.49171	0.208845	0.104365	0.194109	0.0982132	0.0550247	0.166739	0.164693	0.317096
ADAR	52.8434	50.5744	45.5093	50.1336	48.1216	51.8363	49.5243	49.1336	50.8314	49.947	49.3433	46.6033
ADARB1	1.51904	1.82623	2.62234	2.86254	1.66786	2.03496	1.99283	1.79786	2.0789	2.38957	2.37851	1.94229
ADARB2	0	0	0.0247393	0	0.0314238	0.00713788	0.00768596	0.00671713	0.0354827	0.00784011	0	0
ADAT1	4.05007	4.75155	2.49142	2.72808	5.37641	4.18678	4.72233	4.72883	5.00577	3.50634	3.89801	4.82229
ADAT2	1.95379	1.73898	1.10851	1.20801	1.65878	1.87767	1.93644	1.53142	1.75673	1.72262	1.54777	1.7101
ADAT3	0.866748	0.376235	0.362352	0.276784	1.04164	1.41965	1.52865	1.5546	0.971037	1.8132	1.7909	0.190976
ADC	0.132765	0.408651	0.718097	0.911003	0.228032	0.143438	0.115839	0.213723	0.138646	0.302384	0.337169	0.245843
ADCK1	2.18068	1.55444	0.946921	0.978945	2.352	2.76439	2.10755	2.49649	2.20575	1.72177	1.83569	1.3162
ADCK2	8.85951	8.39597	7.40633	6.35696	8.97954	7.50883	6.77164	10.5539	9.01889	8.24418	8.24858	7.40749
ADCK3	2.6219	3.41094	6.99868	6.81355	2.2907	3.18323	2.97056	2.54928	2.05044	3.70345	3.09369	3.15318
ADCK4	3.83528	6.15038	4.52065	3.64799	3.31021	4.17611	3.8935	5.26738	4.84421	5.41741	5.34808	6.84715
ADCK5	1.21017	1.26307	1.07561	1.03394	1.38576	1.89211	1.16004	1.20236	1.28927	1.91392	1.47181	1.41904
ADCY1	0.594796	1.03848	0.612392	0.700089	0.829925	0.724954	0.671888	0.714847	0.712446	0.662507	0.750265	1.12133
ADCY10	0.0177909	0.0265709	0.0444677	0.0660043	0.0230957	0.0288751	0.0518088	0.00987381	0.00869296	0.0158538	0.0170747	0
ADCY2	0.00294341	0.00503969	0.0183931	0.0121337	0.00584072	0.0119404	0.00428574	0	0.00989272	0	0.00431806	0.0102325
ADCY3	10.2346	7.54061	4.95753	4.69867	8.03909	9.19325	9.20485	10.684	11.2059	10.205	9.76214	6.91007
ADCY4	0	0.00965903	0.026439	0.0116277	0.0111943	0	0.0410701	0	0.0063201	0.00837877	0	0.0196116
ADCY5	0.0126542	0	0.00588161	0.0155202	0.0206988	0.0213856	0.039679	0.00402499	0.0042179	0	0.0055232	0.00654417
ADCY6	4.93154	5.73747	7.43002	6.69425	4.5448	5.17037	5.07054	4.71721	4.85508	6.03323	5.88251	5.24236
ADCY7	1.20806	2.75524	2.06281	2.2101	1.23465	1.55179	1.40011	1.37557	1.3447	1.85388	1.61284	2.56961
ADCY8	0.00470328	0.00805294	0	0.00969427	0.00933291	0.0127197	0.0205446	0.0119699	0	0.00698556	0.0137997	0.00817529
ADCY9	1.82698	1.84221	1.70024	1.6004	1.76019	1.96303	1.77732	2.1029	2.44743	2.04286	2.16469	1.73557
ADCYAP1	0	0	0.0380225	0.0250831	0	0.0164556	0.0177191	0	0.0068168	0.0361491	0.00892637	0.0423057
ADCYAP1R1	0.00892009	0.010182	0.144757	0.141656	0	0.00402065	0.00865873	0.00378364	0.00999341	0.0264972	0.013086	0.0103367
ADD1	10.5182	10.3631	11.6764	11.1233	10.0607	11.8035	10.2726	12.0087	11.9733	12.9262	13.445	10.1158
ADD2	0.280058	0.763466	3.20997	3.73258	0.161619	0.410126	0.362304	0.347424	0.334156	0.713153	0.717067	0.603984
ADD3	7.08457	9.90443	20.3756	18.1631	5.20436	6.97929	7.32335	5.32954	5.7913	9.17951	8.32324	10.7558
ADH1A	0	0	0	0	0.0255162	0	0	0	0.014406	0	0	0.0223512
ADH1B	0	0	0	0	0	0	0.324616	0.00915152	0	0.0320445	0	0.0125007
ADH1C	0	0	0.0818261	0	0	0	0.0381324	0	0	0	0	0.0227609
ADH4	0	0.0333755	0	0	0.0386804	0.0131793	0.0141913	0.0124024	0.0109191	0.0144759	0	0
ADH5	28.1632	24.9565	32.8803	28.6027	22.0723	26.1183	24.6733	27.7366	27.4841	28.2	26.4365	24.7923
ADH6	0.0280595	0	0.0215232	0.0141834	0	0.00930497	0	0	0.00770924	0.0204627	0	0.0478442
ADH7	0.00917609	0	0	0.0188901	0.0167209	0	0.0133443	0	0	0	0.0268899	0
ADHFE1	0.0305353	0.0871374	0.0636041	0.0839181	0.0201975	0.0137635	0.0296406	0.0259044	0.0228063	0.0151176	0	0.141538
ADI1	38.4585	20.0177	28.1121	27.6126	30.6053	36.6354	30.8346	33.7064	34.002	41.5704	41.5199	19.2209
ADIG	0.0250495	0.0428897	0.039133	0	0	0.067745	0	0	0.0841909	0	0	0.130624
ADIPOQ	0.025177	0.00718466	0.0131107	0.017298	0	0.00567414	0.367484	0.0371163	0.00470107	0.0186971	0.0246236	0.0145876
ADIPOR1	35.631	36.7646	48.6861	43.4529	31.7843	37.8227	34.6322	34.765	37.1659	40.293	38.1396	33.7822
ADIPOR2	18.177	15.0108	14.8455	14.257	16.2043	16.6978	16.4536	17.266	18.0298	18.7705	18.3424	13.7122
ADK	11.397	9.33203	7.12238	7.39122	9.78569	10.0517	11.2772	11.0233	12.8906	9.53657	9.20979	9.3719
ADM	2.79876	3.48712	27.7958	25.3505	2.93198	13.4404	12.9439	2.81898	2.98566	14.9809	12.5736	2.684
ADM2	0.0635973	1.89243	1.54027	1.36703	0.00901419	0.0614268	0.0992151	0.0924894	0.0508926	0.296868	0.25324	1.27151
ADNP	13.3112	18.2585	13.8257	16.4378	16.1533	14.9745	14.7258	15.1119	16.872	13.894	14.9396	21.1266
ADNP2	8.67168	11.3728	8.57445	10.8655	13.9441	8.60501	10.4276	9.63158	11.232	8.5891	9.22439	11.2282
ADO	9.41783	8.10336	7.44421	7.32792	6.80074	7.51982	7.31391	8.40964	9.60828	8.86827	7.82718	6.89165
ADORA1	0.537409	0.406195	0.304203	0.272351	0.400198	0.595917	0.571526	0.575223	0.429136	0.561218	0.463298	0.276538
ADORA2A	0.0601345	0.102962	0.223116	0.278882	0.0596637	0.0711507	0.0328346	0.00956523	0.00842128	0.167466	0.0551368	0.0391974
ADORA2B	4.35997	3.06621	8.12058	6.73277	3.69544	7.12272	8.69995	4.64906	4.64918	8.63323	7.05277	3.00586
ADORA3	0.0089305	0	0	0.0683686	0	0.012076	0.062549	0.0211044	0	0	0	0.0288279
ADPGK	24.8506	12.2603	13.8738	12.2286	18.0236	22.4964	21.4847	21.9021	23.2914	24.5142	24.2417	10.7626
ADPRH	0.0560865	0	0.0525719	0.0231208	0.0333884	0.00758413	0.0244994	0.0142741	0.00628351	0.0333211	0.0575963	0.019498
ADPRHL1	1.25367	1.78181	1.57743	1.69899	0.981392	1.13306	1.15518	1.04406	1.00426	1.02831	1.02786	2.29243
ADPRHL2	8.66112	5.50796	12.7185	10.6098	6.99398	12.7396	10.6175	9.10598	8.7695	14.6718	14.5899	5.45763
ADRA1A	0.0180108	0.226809	0.189737	0.170201	0	0.0243546	0.0139672	0.0366199	0.0647946	0.0251186	0.0248104	0.0333478
ADRA1B	0.00855729	0.0146518	0	0.0352761	0	0.0231427	0	0	0	0	0.0251076	0
ADRA1D	0.0217046	0	0.022605	0.0894738	0.0287129	0.0489157	0	0.0368258	0	0.0644736	0.0318412	0.0125757
ADRA2A	0.0199206	0.0852701	0.062241	0.0821197	0.0790586	0.0606084	0.0797649	0.101397	0.0613733	0.0665711	0.138814	0.173131
ADRA2B	0.023623	0.0910061	0.110713	0.170418	0.023438	0.0239576	0.0257971	0.0375756	0.0661635	0.0438576	0.0519833	0.184778
ADRA2C	0.0295528	0.0843337	0.554018	0.730962	0.0195476	0.106565	0.0143435	0.112819	0.0220883	0.0731557	0.144516	0.017123
ADRB1	0.0269576	0.0346175	0.0631707	0.0416731	0.0133733	0.00911315	0.0490644	0.0686076	0.0151006	0.0500485	0.0197737	0.023429
ADRB2	0	0	0.0147563	0	0.0562305	0	0.0137534	0	0.0105823	0	0	0.0164186
ADRB3	0	0.0249623	0.125267	0.015025	0	0	0	0.00927603	0.00816667	0	0	0.0380123
ADRBK1	8.86992	10.9272	15.6566	13.8076	7.84016	10.7529	8.77561	10.6966	10.0786	13.971	12.9173	10.2122
ADRBK2	1.33869	2.16359	1.66016	1.45348	1.39078	1.04358	1.24437	1.29019	1.26105	1.03455	1.05668	1.93645
ADRM1	48.4149	23.9608	33.6259	28.5814	34.5335	53.3055	42.8906	62.0647	49.3119	57.9184	55.6777	23.2851
ADSL	33.1514	26.8653	18.5512	17.6881	29.1811	38.0476	34.425	38.747	40.3114	33.8426	32.6934	26.9701
ADSS	15.1599	8.5709	7.45807	7.56011	12.2083	11.0053	11.5326	13.4124	13.0727	12.2383	10.5022	8.61681
ADSSL1	0.187731	1.24148	1.45926	1.06454	0.151831	0.3418	0.286481	0.279621	0.299993	0.661561	0.484202	1.37532
AEBP1	0.155969	0.137571	0.317495	0.244135	0.112544	0.204513	0.172044	0.180429	0.169441	0.175495	0.346833	0.1068
AEBP2	4.91307	5.28124	5.30679	6.37686	5.68801	5.21979	6.23431	4.61812	5.67707	4.81967	4.6024	5.83135
AEN	23.5917	7.0491	5.62808	4.50383	21.891	16.5529	14.6101	22.7733	21.0076	15.4435	15.6681	6.50665
AES	27.7712	46.5657	60.2525	55.5711	22.9017	34.0352	29.3626	30.6223	32.3779	40.3357	40.8538	40.7725
AFAP1	0.772663	0.627198	0.888805	0.894775	0.666321	0.604819	0.699263	0.620471	0.726859	0.696303	0.600154	0.617167
AFAP1-AS1	0.002839	0.0145828	0.00887031	0	0.0169006	0	0.00413372	0.010838	0.015903	0.0126499	0.00416489	0.00493477
AFAP1L1	0.0140944	0.0160883	0.543959	0.509782	0.0559362	0.0889409	0.0867705	0.041849	0.0359134	0.122447	0.121279	0.0571645
AFAP1L2	0.0145771	0.0915157	0.190105	0.220336	0.00964197	0.013141	0.0282999	0.0185495	0.0108874	0.00721689	0.021385	0.0929062
AFF1	2.79608	3.70409	3.4636	4.08558	4.23396	3.37177	3.69635	3.17879	3.51536	2.58469	3.11871	4.08287
AFF2	0.0607754	0.0724931	0.0867516	0.0523616	0.047609	0.06085	0.0472642	0.0395785	0.0616639	0.0565961	0.0869649	0.0785008
AFF3	0.681463	1.18622	0.749178	0.738575	0.551139	0.744691	0.767158	0.797203	0.779119	0.54983	0.602419	1.1928
AFF4	13.4741	22.4735	26.8841	27.2097	12.9808	14.4454	15.5599	13.9255	15.3969	15.9215	15.6791	22.6212
AFG3L1P	3.11108	2.14432	2.2515	1.83799	2.43351	3.16529	2.88017	3.36685	3.50159	3.98872	3.80135	2.01636
AFG3L2	21.593	15.1817	16.7345	14.885	17.7792	20.6239	19.1257	25.1893	23.1765	22.2038	22.1686	17.0525
AFM	0.00965856	0	0.0150889	0.0398159	0	0	0.0140633	0.0122906	0	0	0	0.0167886
AFMID	5.91469	5.24825	6.34139	6.852	5.65961	5.44486	5.82749	5.11229	6.326	6.14864	7.52963	5.63986
AFP	0	0.0162545	0.014829	0	0.0565073	0	0	0.0241808	0.0212687	0.0140983	0.0278506	0
AFTPH	2.99951	4.76892	7.22944	7.57931	3.27142	3.00061	3.53527	3.4702	3.1214	4.20025	3.7863	5.97686
AGA	0.536689	1.57431	1.08703	0.836272	0.299572	0.562126	0.370941	0.324866	0.454546	0.378381	0.318369	1.4137
AGAP1	2.8258	4.32824	3.98826	4.49528	3.71514	3.87945	3.41757	3.15976	3.37874	4.27759	4.36563	4.82132
AGAP11	0.354968	0.55478	0.487085	0.352828	0.545908	0.396808	0.587504	0.529135	0.53445	0.444926	0.457403	0.488823
AGAP2	0.142192	1.51277	0.727947	0.733681	0.219878	0.181624	0.164026	0.15805	0.252991	0.204951	0.368233	1.44056
AGAP3	9.75726	7.30555	5.9394	5.80677	8.05184	9.6098	7.77551	11.2276	9.91409	9.539	10.6946	6.95053
AGAP4	0.0396712	0.02717	0	0.0817692	0.0472327	0.0643731	0.0462106	0.0706749	0.0533336	0.0707062	0.0814782	0.0413742
AGAP5	0.731455	0.889474	0.732817	0.704664	0.504854	0.612849	0.694778	0.677854	0.891796	0.578624	0.782496	0.829188
AGAP6	1.57255	1.40583	1.30443	1.29079	1.97447	1.67519	1.29702	1.5677	1.42754	1.62255	1.3169	1.1611
AGAP7	0.494159	0.573841	0.423349	0.427133	0.395395	0.560436	0.673099	0.496973	0.526831	0.56822	0.631404	0.609579
AGAP8	0.589934	0.655043	0.622571	0.870693	0.774974	0.668612	0.615073	0.5274	0.714347	0.639248	0.586302	0.858952
AGAP9	0.969659	1.28741	0.681672	1.18253	1.28276	1.00525	0.77653	0.853449	0.996522	0.888117	1.05503	1.15192
AGBL1	0.0165658	0.00945465	0.00862652	0.0113817	0.0109574	0	0	0.00702673	0.0185591	0	0.00810084	0.0095983
AGBL2	0.250274	0.642777	0.213264	0.328273	0.203166	0.307754	0.23196	0.224457	0.235781	0.09293	0.191924	0.494351
AGBL3	0.245674	0.252385	0.366741	0.258815	0.205834	0.236235	0.278222	0.166732	0.201839	0.202716	0.232265	0.237241
AGBL4	0.0839185	0.0994732	0.0705914	0.0532211	0	0	0.0845918	0.0492859	0.0433916	0.0767009	0.0946996	0.067323
AGBL5	3.77987	9.18365	10.8219	9.22194	2.80297	4.26449	3.77391	4.52053	4.43359	5.72751	5.36949	7.78829
AGER	0.788109	1.94188	2.19496	1.82986	0.487593	0.83279	0.596945	0.919318	0.677375	0.591728	1.32226	1.71081
AGFG1	9.48143	8.3695	11.7809	11.926	8.94186	7.77209	8.63513	8.10287	9.32116	9.37709	8.3705	8.01468
AGFG2	0.669567	0.562889	0.532375	0.570216	0.548934	0.618027	0.443654	0.581596	0.637805	0.535918	0.582275	0.550587
AGGF1	6.59896	5.89182	8.11804	6.76597	5.3516	6.27924	6.44961	6.1732	6.47312	6.83293	6.0186	5.9896
AGK	11.318	10.3204	6.5245	5.39597	8.78018	9.44004	9.51609	10.102	10.856	9.01863	9.13937	8.44082
AGL	5.6815	5.87662	5.12432	5.3483	5.86819	5.58349	6.47325	5.8603	7.08181	5.05293	4.93531	5.85402
AGMAT	0.00878331	0.0150387	0.0548861	0.126727	0	0	0.0511557	0.0223537	0.00984016	0.0130454	0.0386561	0.0458017
AGMO	0.0311728	0.0400304	0.0486989	0	0.0309287	0.0210762	0.0226945	0.00991692	0	0	0.0342985	0.0135462
AGPAT1	16.5259	18.8179	17.454	17.3795	13.1687	15.4502	13.2145	15.6528	15.9476	18.7236	17.5985	15.3587
AGPAT2	5.15205	4.57868	5.88697	6.71328	4.55481	4.92828	4.02956	5.53839	5.31429	6.34113	7.21633	4.77193
AGPAT3	4.35162	4.38977	4.68376	4.36374	4.34293	5.05015	4.49164	5.82375	5.3044	5.88292	6.08996	4.56945
AGPAT4	0.519053	1.09405	0.708161	0.731867	0.524637	0.390615	0.338625	0.523751	0.477284	0.472948	0.52805	1.25103
AGPAT5	15.6626	8.40527	16.8271	14.695	12.0486	17.3369	18.3902	15.9346	15.6694	19.0837	17.5939	8.47353
AGPAT6	8.08785	5.24012	6.38015	6.31472	6.29894	7.7744	6.94394	8.5844	8.13318	8.12957	7.90776	5.29851
AGPAT9	1.01309	1.78862	2.09286	2.38474	1.11845	0.968342	0.886645	0.99766	0.71632	0.610489	0.547165	1.92086
AGPHD1	1.27411	2.0505	1.32085	1.76812	1.65165	1.62369	0.989555	1.46641	1.18619	1.02065	1.20125	1.92713
AGPS	9.99534	5.6806	5.9362	6.03506	9.85747	8.56506	10.0919	9.17674	9.5984	7.95396	7.95935	6.73547
AGR2	0.941842	1.44464	1.7166	0.809854	0.856596	1.00825	0.999956	0.774075	0.857325	1.39887	1.4756	1.36427
AGR3	0	0.0440335	0	0.106016	0	0	0	0	0.145162	0	0.113185	0.17881
AGRN	3.12496	2.51045	3.06039	3.27698	3.55971	3.65716	3.22854	4.22528	3.53269	4.82509	5.22586	2.14014
AGRP	0.0757388	0.172906	0	0.104074	0.0500972	0.102416	0	0.128505	0.0565681	0.0374971	0.0740739	0.13165
AGT	0	0.0255909	0.0583736	0.0462102	0	0.0101053	0	0.0285289	0	0	0.0109633	0
AGTPBP1	7.98471	13.6299	19.964	20.0487	7.66603	8.78758	9.2256	9.09879	8.4455	11.5745	10.7994	14.7785
AGTR1	0.0085546	0.0146472	0.108098	0	0	0.0231354	0.0498237	0.0217716	0	0.0128465	0	0.0446091
AGTR2	0	0.0113919	0.0103941	0.0137138	0.0132026	0	0.0193753	0.0084665	0	0	0.0195214	0
AGTRAP	8.56593	9.9131	8.16169	8.77905	7.95237	9.54679	7.63361	9.06934	8.9162	10.977	9.83949	7.1611
AGXT	0.0120702	0	0	0	0	0	0	0	0	0	0	0
AGXT2	0.00801668	0.0137261	0	0	0	0.0108403	0.0116727	0.0102013	0	0	0	0.0139347
AGXT2L1	0.165568	0.179963	0.0991707	0.118169	0.108614	0.077524	0.194779	0.175026	0.143679	0.0851508	0.120515	0.28235
AGXT2L2	1.46126	4.3819	3.41782	3.2192	1.34996	1.46411	1.50677	1.71977	1.6222	2.14894	1.85932	4.26372
AHCTF1	24.6305	18.5223	15.553	16.1437	25.2216	24.3334	25.7013	25.6229	26.2211	23.376	24.2971	18.5596
AHCY	87.785	88.9555	69.218	62.0477	65.2921	92.5655	78.6476	109.565	112.281	108.805	103.581	84.7796
AHCYL1	19.1015	29.7841	25.4261	24.3461	17.1382	18.6285	17.6087	19.2103	20.8681	20.9221	20.5076	29.998
AHCYL2	2.8596	3.37974	4.26463	3.56246	2.14391	2.23048	2.32471	2.2125	2.54832	2.36158	2.38352	3.28649
